ticket_id,customer_id,order_id,topic,ticket_status,priority,opened_datetime,closed_datetime,assigned_employee_id
3364,9985,13987,Delivery delay,pending_customer,medium,2023-05-25 14:44:25,2023-05-25 14:44:25,43
3365,8304,13988,Warranty claim,open,high,2025-02-28 16:03:11,2025-03-09 16:03:11,109
3366,6025,13992,Damaged item,closed,low,2024-12-17 10:25:22,2024-12-29 10:25:22,68
3367,1720,13994,Damaged item,pending_customer,medium,2024-11-06 16:20:18,2024-11-17 16:20:18,6
3368,1143,14000,Damaged item,closed,high,2023-06-13 13:48:02,2023-06-17 13:48:02,1
3369,3451,14001,Damaged item,open,urgent,2024-04-21 20:19:06,2024-04-27 20:19:06,79
3370,3045,14004,Account access,closed,medium,2023-11-19 21:02:46,2023-11-20 21:02:46,59
3371,1476,14007,Damaged item,escalated,low,2024-12-01 02:52:58,,11
3372,2589,14008,Account access,open,low,2024-03-18 22:13:47,2024-03-21 22:13:47,80
3373,8940,14012,Product question,resolved,high,2023-03-31 15:26:57,,116
3374,6855,14018,Product question,closed,low,2023-09-06 13:47:21,2023-09-14 13:47:21,4
3375,6696,14019,Refund request,escalated,medium,2025-08-27 14:56:38,,5
3376,4702,14022,Promo code,resolved,high,2023-05-27 00:10:19,2023-06-03 00:10:19,63
3377,530,14027,Damaged item,closed,low,2024-05-06 11:55:20,2024-05-15 11:55:20,14
3378,3282,14034,Damaged item,closed,low,2025-05-08 21:30:24,2025-05-14 21:30:24,19
3379,8376,14035,Warranty claim,resolved,high,2023-07-26 12:53:14,,106
3380,2881,14049,Refund request,pending_customer,medium,2025-11-07 09:09:40,2025-11-19 09:09:40,29
3381,3981,14055,Promo code,pending_customer,high,2023-12-22 08:34:53,2023-12-26 08:34:53,101
3382,4541,14056,Refund request,open,low,2023-08-03 09:24:19,,8
3383,8052,14059,Promo code,open,low,2025-09-12 22:41:41,2025-09-13 22:41:41,57
3384,748,14061,Warranty claim,resolved,medium,2024-01-26 12:21:56,,3
3385,4857,14063,Refund request,open,low,2023-12-31 17:53:43,,51
3386,3030,14066,Promo code,resolved,low,2023-09-29 21:59:39,2023-10-05 21:59:39,54
3387,3907,14067,Delivery delay,open,low,2023-02-15 10:19:08,2023-02-21 10:19:08,37
3388,9338,14070,Delivery delay,escalated,urgent,2025-04-14 12:50:16,2025-04-14 12:50:16,95
3389,5619,14073,Promo code,open,medium,2024-12-30 23:45:05,2025-01-09 23:45:05,7
3390,1377,14075,Account access,escalated,medium,2023-10-20 09:13:48,2023-10-20 09:13:48,119
3391,7695,14085,Promo code,resolved,low,2025-03-02 01:43:17,,35
3392,8592,14090,Damaged item,escalated,medium,2026-01-01 20:52:43,2026-01-13 20:52:43,57
3393,2687,14091,Promo code,pending_customer,low,2023-12-03 10:02:06,,91
3394,8839,14092,Product question,pending_customer,high,2024-10-16 11:48:28,2024-10-23 11:48:28,69
3395,8301,14093,Damaged item,open,medium,2023-08-20 16:26:19,,111
3396,446,14095,Payment issue,pending_customer,high,2023-10-22 11:57:12,,94
3397,7466,14102,Product question,resolved,high,2023-07-17 18:52:44,2023-07-22 18:52:44,96
3398,6067,14105,Damaged item,closed,medium,2025-11-29 00:45:23,2025-12-07 00:45:23,96
3399,1783,14108,Delivery delay,resolved,medium,2024-03-05 15:41:22,2024-03-15 15:41:22,52
3400,8600,14118,Promo code,open,high,2023-11-07 17:22:37,2023-11-17 17:22:37,99
3401,6125,14125,Promo code,escalated,low,2024-11-08 16:34:12,2024-11-14 16:34:12,105
3402,6651,14129,Warranty claim,open,low,2024-03-15 16:55:37,,37
3403,7953,14136,Damaged item,pending_customer,urgent,2025-03-06 01:26:19,2025-03-20 01:26:19,20
3404,4722,14146,Damaged item,escalated,medium,2024-09-12 18:41:40,2024-09-19 18:41:40,118
3405,7728,14161,Delivery delay,resolved,medium,2024-11-17 18:31:59,2024-12-01 18:31:59,10
3406,6292,14164,Promo code,open,medium,2023-02-10 19:54:34,2023-02-20 19:54:34,109
3407,8988,14172,Refund request,pending_customer,urgent,2025-03-29 23:05:57,2025-04-10 23:05:57,90
3408,3408,14179,Payment issue,closed,high,2023-12-10 04:50:02,2023-12-22 04:50:02,62
3409,706,14184,Promo code,open,low,2024-07-31 11:05:25,2024-08-14 11:05:25,93
3410,1933,14188,Promo code,escalated,low,2023-08-26 12:01:26,,31
3411,3167,14190,Refund request,escalated,medium,2023-12-27 05:18:17,2023-12-30 05:18:17,73
3412,1472,14194,Promo code,open,low,2025-07-01 13:33:37,2025-07-10 13:33:37,27
3413,8009,14196,Damaged item,open,high,2024-11-27 00:56:17,,68
3414,6947,14199,Delivery delay,open,low,2023-05-03 06:47:18,,38
3415,5080,14201,Payment issue,open,medium,2025-07-14 11:30:58,2025-07-25 11:30:58,102
3416,8586,14202,Damaged item,escalated,medium,2024-11-13 00:19:18,2024-11-18 00:19:18,45
3417,5181,14203,Payment issue,escalated,high,2024-06-08 00:03:21,,4
3418,5265,14205,Delivery delay,closed,medium,2023-09-24 19:32:30,2023-09-27 19:32:30,67
3419,256,14207,Refund request,open,medium,2023-09-04 14:29:13,2023-09-15 14:29:13,65
3420,5573,14211,Promo code,escalated,high,2024-01-13 15:35:43,2024-01-19 15:35:43,47
3421,2247,14213,Promo code,pending_customer,low,2024-03-10 04:39:21,2024-03-19 04:39:21,108
3422,6674,14215,Delivery delay,open,low,2025-08-25 07:36:40,2025-09-02 07:36:40,74
3423,5103,14216,Delivery delay,escalated,medium,2023-04-21 19:54:04,2023-04-26 19:54:04,90
3424,3041,14218,Warranty claim,pending_customer,high,2025-10-10 00:36:20,,58
3425,4460,14220,Refund request,closed,low,2025-11-10 00:32:18,2025-11-23 00:32:18,69
3426,3023,14224,Refund request,resolved,high,2025-04-21 23:19:14,2025-04-26 23:19:14,63
3427,9449,14230,Product question,resolved,medium,2025-01-08 17:03:14,,86
3428,2113,14233,Warranty claim,pending_customer,high,2025-06-02 10:01:33,2025-06-06 10:01:33,85
3429,3483,14235,Warranty claim,escalated,low,2025-03-02 13:06:01,2025-03-10 13:06:01,52
3430,5846,14239,Delivery delay,resolved,medium,2024-11-30 17:39:46,2024-12-04 17:39:46,30
3431,3472,14240,Delivery delay,escalated,medium,2025-01-09 00:59:55,2025-01-16 00:59:55,35
3432,6689,14242,Delivery delay,closed,medium,2023-10-14 10:10:36,2023-10-17 10:10:36,58
3433,3777,14244,Account access,pending_customer,medium,2025-05-07 13:19:14,,92
3434,3280,14248,Warranty claim,escalated,medium,2026-01-12 06:25:30,2026-01-14 06:25:30,99
3435,1867,14249,Delivery delay,open,high,2024-12-06 10:21:59,2024-12-09 10:21:59,45
3436,5786,14261,Warranty claim,closed,medium,2023-11-09 11:04:45,2023-11-20 11:04:45,2
3437,1438,14262,Payment issue,pending_customer,medium,2023-09-27 15:44:24,2023-10-11 15:44:24,13
3438,688,14269,Damaged item,escalated,high,2025-07-07 04:49:08,2025-07-13 04:49:08,17
3439,7142,14270,Account access,open,medium,2024-01-26 07:45:48,,115
3440,302,14271,Delivery delay,closed,low,2025-11-03 20:41:55,,85
3441,9371,14277,Refund request,resolved,low,2024-01-31 03:37:20,,51
3442,1248,14288,Refund request,escalated,low,2024-07-23 12:41:43,,28
3443,3081,14289,Payment issue,closed,low,2025-02-01 20:19:01,,32
3444,2187,14290,Warranty claim,escalated,high,2023-03-28 23:52:03,2023-04-04 23:52:03,40
3445,2162,14291,Payment issue,open,medium,2025-01-18 06:38:49,2025-01-18 06:38:49,19
3446,3581,14292,Product question,closed,urgent,2025-07-30 06:30:45,2025-08-03 06:30:45,66
3447,7986,14293,Warranty claim,resolved,medium,2025-05-11 10:04:03,,100
3448,9800,14297,Warranty claim,escalated,medium,2024-03-12 12:00:19,2024-03-13 12:00:19,63
3449,1142,14299,Payment issue,resolved,medium,2024-02-12 09:27:10,,84
3450,5161,14301,Account access,pending_customer,medium,2026-01-17 04:38:09,2026-01-29 04:38:09,79
3451,1929,14303,Account access,open,high,2025-08-17 18:27:37,2025-08-23 18:27:37,49
3452,9280,14305,Promo code,pending_customer,medium,2024-09-01 17:45:00,2024-09-09 17:45:00,67
3453,1499,14310,Delivery delay,closed,low,2023-11-23 03:53:01,2023-11-24 03:53:01,5
3454,8779,14317,Damaged item,pending_customer,low,2024-04-06 07:51:29,2024-04-08 07:51:29,100
3455,1555,14318,Product question,resolved,urgent,2025-10-30 15:26:16,2025-11-02 15:26:16,97
3456,1863,14321,Account access,pending_customer,high,2024-08-13 04:18:34,2024-08-25 04:18:34,91
3457,2914,14330,Refund request,closed,high,2024-03-28 09:42:50,2024-04-02 09:42:50,57
3458,6204,14342,Payment issue,closed,medium,2024-05-23 02:46:01,2024-05-29 02:46:01,26
3459,8990,14345,Promo code,closed,medium,2024-09-08 19:43:46,2024-09-18 19:43:46,39
3460,5357,14351,Promo code,open,low,2023-02-02 23:16:21,2023-02-03 23:16:21,10
3461,6936,14358,Account access,pending_customer,medium,2023-04-12 10:49:20,2023-04-23 10:49:20,45
3462,5532,14359,Promo code,resolved,medium,2025-09-23 17:46:12,2025-10-06 17:46:12,15
3463,5498,14364,Account access,escalated,low,2023-05-02 18:45:51,2023-05-07 18:45:51,58
3464,2512,14384,Warranty claim,open,low,2023-03-13 10:41:45,2023-03-20 10:41:45,17
3465,8798,14385,Delivery delay,resolved,low,2023-09-28 14:52:30,2023-10-12 14:52:30,106
3466,8588,14387,Product question,pending_customer,urgent,2023-03-01 03:11:48,2023-03-13 03:11:48,59
3467,4086,14394,Promo code,closed,low,2023-03-11 00:58:40,2023-03-19 00:58:40,38
3468,7391,14399,Refund request,resolved,low,2024-01-17 01:43:06,2024-01-17 01:43:06,62
3469,9524,14400,Refund request,open,urgent,2023-02-21 10:33:53,2023-02-22 10:33:53,116
3470,3055,14401,Account access,resolved,medium,2025-12-01 19:33:38,2025-12-12 19:33:38,5
3471,1,14404,Account access,escalated,medium,2024-08-11 03:54:27,2024-08-25 03:54:27,90
3472,8306,14408,Payment issue,escalated,low,2023-05-27 22:58:34,2023-06-07 22:58:34,37
3473,3286,14416,Refund request,closed,low,2023-04-30 22:56:46,2023-05-09 22:56:46,40
3474,8319,14430,Payment issue,resolved,medium,2026-01-18 04:16:40,,100
3475,6731,14440,Product question,pending_customer,high,2023-05-26 08:07:26,,15
3476,9999,14441,Product question,closed,low,2025-09-25 09:31:22,,1
3477,848,14444,Damaged item,escalated,medium,2025-12-01 16:46:22,2025-12-01 16:46:22,105
3478,3207,14447,Payment issue,resolved,medium,2024-07-14 11:29:48,2024-07-22 11:29:48,111
3479,6362,14448,Refund request,pending_customer,low,2024-06-04 18:27:13,,47
3480,4496,14451,Refund request,open,high,2025-11-16 03:02:43,2025-11-19 03:02:43,115
3481,7840,14453,Payment issue,pending_customer,medium,2025-01-28 22:57:46,2025-02-10 22:57:46,56
3482,708,14458,Delivery delay,open,low,2023-02-13 02:49:15,2023-02-22 02:49:15,1
3483,1421,14459,Damaged item,pending_customer,low,2025-03-26 06:32:48,2025-03-29 06:32:48,65
3484,4695,14467,Promo code,pending_customer,medium,2024-02-04 01:28:55,2024-02-08 01:28:55,17
3485,2646,14470,Account access,closed,medium,2025-08-06 06:43:07,2025-08-16 06:43:07,43
3486,7452,14476,Account access,open,medium,2024-11-23 21:04:38,2024-12-04 21:04:38,38
3487,2446,14477,Damaged item,closed,medium,2024-02-12 04:11:32,,111
3488,8098,14478,Refund request,open,medium,2023-10-21 12:16:33,2023-10-24 12:16:33,79
3489,157,14481,Account access,escalated,low,2025-11-22 10:50:11,2025-11-27 10:50:11,8
3490,2532,14483,Payment issue,closed,low,2024-03-13 03:08:24,,60
3491,8601,14487,Delivery delay,escalated,medium,2023-11-01 19:36:17,2023-11-07 19:36:17,55
3492,6580,14490,Warranty claim,open,high,2024-07-23 21:45:50,2024-08-05 21:45:50,35
3493,2487,14495,Delivery delay,closed,medium,2025-09-18 12:59:49,2025-10-01 12:59:49,72
3494,9959,14496,Promo code,resolved,high,2025-06-02 15:08:24,2025-06-02 15:08:24,98
3495,2692,14501,Promo code,escalated,low,2025-06-24 12:23:00,2025-07-06 12:23:00,63
3496,797,14510,Product question,pending_customer,low,2025-02-01 15:08:44,,39
3497,2970,14523,Warranty claim,escalated,low,2024-10-21 10:19:41,2024-10-31 10:19:41,56
3498,1817,14534,Product question,closed,low,2023-06-07 19:16:07,2023-06-20 19:16:07,92
3499,7769,14537,Promo code,closed,low,2023-05-29 02:52:53,2023-06-06 02:52:53,67
3500,3308,14539,Delivery delay,closed,medium,2025-08-01 01:59:21,2025-08-01 01:59:21,80
3501,294,14543,Product question,escalated,low,2025-04-28 10:25:23,2025-05-01 10:25:23,62
3502,7208,14549,Delivery delay,open,high,2024-07-29 16:55:54,,20
3503,3097,14551,Promo code,closed,low,2023-12-31 02:59:39,2024-01-13 02:59:39,17
3504,7989,14558,Payment issue,pending_customer,medium,2023-05-12 16:11:37,2023-05-22 16:11:37,88
3505,4619,14562,Payment issue,pending_customer,high,2025-04-05 23:12:16,2025-04-19 23:12:16,58
3506,5387,14565,Payment issue,escalated,low,2023-08-18 01:40:06,2023-08-24 01:40:06,59
3507,3988,14572,Delivery delay,resolved,high,2025-05-31 16:00:22,2025-06-08 16:00:22,32
3508,9670,14573,Warranty claim,closed,medium,2025-10-20 19:06:05,,108
3509,1428,14578,Promo code,pending_customer,medium,2023-06-08 06:51:12,2023-06-09 06:51:12,77
3510,5471,14582,Product question,resolved,low,2026-01-09 19:01:32,2026-01-23 19:01:32,82
3511,6821,14585,Delivery delay,escalated,high,2024-07-29 11:41:51,,49
3512,714,14587,Product question,pending_customer,urgent,2024-02-20 09:29:19,2024-02-27 09:29:19,14
3513,1870,14588,Product question,open,high,2026-01-06 15:30:00,2026-01-20 15:30:00,46
3514,4175,14595,Warranty claim,escalated,low,2023-12-19 01:12:44,2023-12-26 01:12:44,64
3515,1036,14599,Account access,escalated,high,2025-04-04 07:09:58,2025-04-06 07:09:58,49
3516,8571,14602,Promo code,resolved,medium,2023-02-18 18:40:09,2023-02-27 18:40:09,84
3517,3795,14603,Delivery delay,closed,high,2025-03-09 09:48:46,2025-03-18 09:48:46,92
3518,6508,14604,Product question,closed,high,2025-12-15 03:25:25,2025-12-22 03:25:25,34
3519,172,14606,Promo code,closed,medium,2024-08-12 09:44:51,2024-08-12 09:44:51,58
3520,7677,14608,Account access,resolved,medium,2025-10-09 09:14:16,,10
3521,1825,14612,Promo code,open,medium,2024-08-07 13:29:36,2024-08-14 13:29:36,108
3522,4146,14617,Damaged item,resolved,medium,2025-01-15 10:26:17,2025-01-21 10:26:17,119
3523,3722,14620,Payment issue,pending_customer,medium,2025-05-02 09:46:59,2025-05-09 09:46:59,3
3524,984,14623,Product question,escalated,low,2023-04-29 06:02:50,,106
3525,5608,14624,Product question,resolved,low,2025-06-23 21:53:10,2025-07-07 21:53:10,109
3526,2076,14629,Product question,closed,low,2023-08-03 23:17:46,,50
3527,3166,14635,Payment issue,escalated,medium,2023-07-17 05:56:21,2023-07-30 05:56:21,114
3528,7345,14642,Payment issue,closed,low,2024-01-20 19:11:23,2024-01-29 19:11:23,98
3529,8227,14645,Account access,resolved,medium,2023-11-29 14:04:09,2023-12-02 14:04:09,112
3530,222,14649,Product question,pending_customer,medium,2024-06-25 20:04:39,2024-07-08 20:04:39,102
3531,3137,14661,Delivery delay,resolved,high,2024-02-07 05:14:59,2024-02-16 05:14:59,20
3532,5160,14662,Damaged item,pending_customer,high,2025-12-14 15:11:48,2025-12-16 15:11:48,101
3533,6690,14674,Damaged item,escalated,low,2023-01-21 08:29:23,2023-01-25 08:29:23,13
3534,5768,14675,Delivery delay,closed,medium,2024-01-02 23:30:31,,119
3535,8030,14679,Promo code,open,low,2023-09-11 15:21:18,2023-09-19 15:21:18,77
3536,4526,14686,Promo code,open,high,2025-08-17 18:29:02,2025-08-18 18:29:02,97
3537,3591,14690,Damaged item,resolved,low,2025-03-28 07:03:30,2025-04-03 07:03:30,14
3538,1904,14691,Product question,escalated,medium,2024-01-29 01:36:48,2024-02-06 01:36:48,64
3539,7868,14695,Refund request,open,medium,2024-03-26 10:20:10,2024-03-27 10:20:10,67
3540,7893,14699,Account access,closed,high,2025-10-17 22:56:18,2025-10-29 22:56:18,14
3541,3081,14703,Damaged item,open,low,2024-08-14 18:19:51,2024-08-28 18:19:51,39
3542,3643,14706,Payment issue,escalated,high,2025-07-05 14:26:29,2025-07-14 14:26:29,50
3543,2881,14712,Promo code,open,medium,2024-09-16 03:46:53,2024-09-20 03:46:53,48
3544,5555,14716,Delivery delay,pending_customer,high,2024-10-14 15:09:26,,54
3545,5170,14723,Warranty claim,escalated,medium,2024-06-15 07:53:07,2024-06-18 07:53:07,60
3546,4223,14725,Payment issue,resolved,low,2024-11-24 19:13:02,,40
3547,9940,14729,Damaged item,closed,medium,2025-12-09 17:54:28,,33
3548,3814,14735,Delivery delay,open,medium,2023-07-02 16:18:05,2023-07-16 16:18:05,109
3549,2359,14741,Promo code,escalated,low,2023-10-17 08:53:21,2023-10-27 08:53:21,107
3550,7493,14746,Delivery delay,open,low,2023-03-31 11:47:22,,16
3551,8742,14748,Refund request,pending_customer,medium,2023-11-17 14:56:09,2023-11-23 14:56:09,5
3552,3006,14756,Refund request,open,urgent,2024-03-05 05:49:12,,67
3553,5061,14766,Payment issue,resolved,medium,2023-03-22 00:39:38,2023-03-31 00:39:38,22
3554,325,14770,Damaged item,resolved,medium,2024-11-20 02:10:43,2024-11-24 02:10:43,6
3555,7892,14779,Delivery delay,escalated,low,2024-08-18 01:35:24,2024-09-01 01:35:24,45
3556,9367,14781,Product question,resolved,medium,2025-12-10 10:48:33,2025-12-19 10:48:33,57
3557,9249,14786,Payment issue,resolved,low,2024-12-07 07:11:15,2024-12-18 07:11:15,102
3558,6258,14796,Payment issue,pending_customer,medium,2025-09-25 10:26:02,,76
3559,4652,14801,Warranty claim,closed,high,2023-11-30 02:54:32,2023-12-04 02:54:32,99
3560,1148,14804,Account access,open,high,2025-03-18 21:50:47,2025-03-20 21:50:47,11
3561,2716,14812,Account access,open,low,2023-12-09 18:44:28,2023-12-23 18:44:28,114
3562,773,14816,Promo code,closed,low,2024-03-26 14:49:41,2024-04-04 14:49:41,43
3563,6301,14817,Warranty claim,resolved,medium,2025-07-19 07:26:25,2025-07-27 07:26:25,60
3564,8235,14824,Delivery delay,closed,medium,2025-12-23 16:31:35,2025-12-26 16:31:35,91
3565,6252,14826,Product question,pending_customer,low,2024-04-26 16:11:53,2024-05-09 16:11:53,93
3566,9024,14827,Warranty claim,escalated,medium,2023-11-03 19:20:21,2023-11-12 19:20:21,37
3567,9722,14831,Account access,escalated,high,2024-10-03 14:41:33,2024-10-15 14:41:33,36
3568,8509,14834,Damaged item,open,medium,2023-09-13 21:41:06,,103
3569,6684,14843,Account access,escalated,high,2023-08-26 00:18:18,2023-09-09 00:18:18,84
3570,2533,14844,Product question,open,low,2023-12-16 16:21:16,2023-12-25 16:21:16,22
3571,7,14848,Account access,closed,high,2023-01-29 02:06:33,2023-01-31 02:06:33,108
3572,2322,14849,Warranty claim,closed,high,2023-10-09 01:42:38,2023-10-17 01:42:38,91
3573,8376,14857,Damaged item,pending_customer,medium,2023-11-16 04:46:40,2023-11-19 04:46:40,51
3574,8434,14861,Refund request,closed,medium,2025-09-20 04:34:41,2025-09-27 04:34:41,104
3575,7605,14862,Promo code,resolved,medium,2023-04-23 23:43:46,,34
3576,1935,14867,Promo code,resolved,low,2023-08-08 03:39:39,2023-08-14 03:39:39,39
3577,4102,14872,Account access,resolved,medium,2023-04-25 04:48:16,2023-04-26 04:48:16,115
3578,828,14882,Warranty claim,resolved,medium,2023-06-14 11:56:12,2023-06-20 11:56:12,91
3579,2847,14893,Account access,open,medium,2024-06-25 16:49:44,,18
3580,3174,14899,Warranty claim,closed,medium,2024-02-10 15:25:59,2024-02-18 15:25:59,50
3581,5874,14902,Account access,resolved,low,2023-06-20 04:06:36,2023-06-21 04:06:36,115
3582,7114,14904,Refund request,closed,high,2024-02-03 23:00:22,2024-02-04 23:00:22,10
3583,6876,14906,Product question,pending_customer,low,2025-11-06 18:51:43,,41
3584,8902,14907,Refund request,pending_customer,medium,2023-05-18 14:42:24,,12
3585,3881,14914,Warranty claim,pending_customer,medium,2025-01-01 04:20:58,,14
3586,5244,14916,Delivery delay,open,medium,2024-02-11 04:11:41,2024-02-12 04:11:41,48
3587,6746,14918,Product question,resolved,medium,2025-02-01 16:04:07,2025-02-09 16:04:07,24
3588,6100,14919,Account access,pending_customer,medium,2025-06-22 04:48:23,,74
3589,744,14923,Delivery delay,closed,low,2024-03-22 17:16:51,2024-03-26 17:16:51,117
3590,4028,14925,Warranty claim,resolved,medium,2024-04-26 15:47:36,2024-05-10 15:47:36,20
3591,3888,14930,Warranty claim,resolved,medium,2024-11-07 17:40:55,,64
3592,6684,14936,Damaged item,pending_customer,low,2024-02-02 11:19:31,2024-02-15 11:19:31,45
3593,2046,14939,Refund request,pending_customer,high,2025-01-19 00:47:36,2025-01-23 00:47:36,58
3594,4482,14945,Payment issue,pending_customer,low,2024-02-07 21:39:47,2024-02-07 21:39:47,13
3595,3931,14951,Product question,open,low,2023-07-08 00:35:56,2023-07-21 00:35:56,118
3596,88,14956,Account access,resolved,high,2025-04-30 20:48:43,2025-04-30 20:48:43,80
